Price,Close,SMA50,SMA200,Signal_SMA,Position_SMA,EMA50,EMA200,Signal_EMA,Position_EMA,Daily_Return,Strategy_Return_SMA,Strategy_Return_EMA,Cumulative_Return_SMA,Cumulative_Return_EMA
Ticker,MSFT,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,
2018-09-18,106.03433990478516,101.26268920898437,,0,0.0,101.62552182430613,99.53023831471201,1,0.0,0.009541521592163482,0.0,0.009541521592163482,1.0,1.0713520443031173
2018-09-19,104.62006378173828,101.44947784423829,,0,0.0,101.74860953887902,99.62455113002885,1,0.0,-0.01333790660947054,-0.0,-0.01333790660947054,1.0,1.057062450790337
2018-09-20,106.37152862548828,101.67390853881835,,0,0.0,101.93827195459264,99.74850696500079,1,0.0,0.01674119457051715,0.0,0.01674119457051715,1.0,1.0747589389522056
2018-09-21,107.0177993774414,101.87002502441406,,0,0.0,102.14629074108161,99.88094344360762,1,0.0,0.006075598990670894,0.0,0.006075598990670894,1.0,1.0812887432769183
2018-09-24,107.40180969238281,102.05068267822266,,0,0.0,102.36114366541817,100.01683961042214,1,0.0,0.0035882845393506724,0.0,0.0035882845393506724,1.0,1.0851687149569929
2018-09-25,107.19575500488281,102.23692276000976,,0,0.0,102.55846062939744,100.14551230337999,1,0.0,-0.001918540181866324,-0.0,-0.001918540181866324,1.0,1.0830867751732436
2018-09-26,106.75554656982422,102.39495147705078,,0,0.0,102.7294847603764,100.26305135292836,1,0.0,-0.004106584584795736,-0.0,-0.004106584584795736,1.0,1.0786389877183211
2018-09-27,107.15826416015625,102.57652313232421,,0,0.0,102.90967384585073,100.38470864331093,1,0.0,0.0037723341153861334,0.0,0.0037723341153861334,1.0,1.0827079743698764
2018-09-28,107.12084197998047,102.77078170776367,,0,0.0,103.08075767293732,100.5026517844266,1,0.0,-0.0003492234637157976,-0.0,-0.0003492234637157976,1.0,1.0823298673408743
2018-10-01,108.28223419189453,102.95337295532227,,0,0.0,103.29177633443646,100.63784282449103,1,0.0,0.01084188837995792,0.0,0.01084188837995792,1.0,1.0940643669528787
2018-10-02,107.85139465332031,103.09562438964844,,0,0.0,103.47650546041609,100.76227337170796,1,0.0,-0.003978857120833901,-0.0,-0.003978857120833901,1.0,1.0897112411557777
2018-10-03,107.87010955810547,103.24403549194336,,0,0.0,103.65427782543277,100.8839919106174,1,0.0,0.00017352492144695475,0.0,0.00017352492144695475,1.0,1.089900333213299
2018-10-04,105.6409683227539,103.28870956420899,,0,0.0,103.73456252308223,100.96487275560918,1,0.0,-0.02066505025797538,-0.0,-0.02066505025797538,1.0,1.067377488051262
2018-10-05,105.02281951904297,103.34359970092774,,0,0.0,103.78656046367468,101.03338512550839,1,0.0,-0.005851411753652003,-0.0,-0.005851411753652003,1.0,1.0611318228720954
2018-10-08,103.82392120361328,103.41071319580078,,0,0.0,103.78806672771647,101.08017475451906,1,0.0,-0.011415598256836912,-0.0,-0.011415598256836912,1.0,1.0490183682846426
2018-10-09,105.14458465576172,103.54734603881836,,0,0.0,103.84269698547632,101.14786232374685,1,0.0,0.012720223209046644,0.0,0.012720223209046644,1.0,1.062362116079613
2018-10-10,99.43121337890625,103.55646224975585,,0,0.0,103.6652234133258,101.11946408934121,1,0.0,-0.054338236206465274,-0.0,-0.054338236206465274,1.0,1.0046352324792787
2018-10-11,99.19705963134766,103.55716384887695,,0,0.0,103.48565172822899,101.08787036040657,1,0.0,-0.0023549320138164243,-0.0,-0.0023549320138164243,1.0,1.0022693848081052
2018-10-12,102.62506103515625,103.60235336303711,,0,0.0,103.45109895922315,101.11297054331884,1,0.0,0.03455749007630149,0.0,0.03455749007630149,1.0,1.0369052991273922
2018-10-15,100.7799301147461,103.60186965942383,,0,0.0,103.3439514825252,101.1075669231641,1,0.0,-0.017979340541177113,-0.0,-0.017979340541177113,1.0,1.0182624256454296
2018-10-16,103.9644546508789,103.66339706420898,,0,0.0,103.36881916244877,101.15363121542428,1,0.0,0.03159879682896172,0.0,0.03159879682896172,1.0,1.0504382931519651
2018-10-17,103.69281005859375,103.70549575805664,,0,0.0,103.38179245845994,101.19432157820951,1,0.0,-0.0026128602626480646,-0.0,-0.0026128602626480646,1.0,1.0476936446774245
2018-10-18,101.62288665771484,103.69481338500977,,0,0.0,103.31142022806495,101.20114786921353,1,0.0,-0.019962072584485346,-0.0,-0.019962072584485346,1.0,1.0267795080960698
2018-10-19,101.77274322509766,103.6837693786621,,0,0.0,103.2499079571134,101.21019827863229,1,0.0,0.0014746340348268383,0.0,0.0014746340348268383,1.0,1.028293632104971
2018-10-22,102.68128204345703,103.70339828491211,,0,0.0,103.22719308618322,101.23335458672355,1,0.0,0.008927133037476498,0.0,0.008927133037476498,1.0,1.037473346160362
2018-10-23,101.24825286865234,103.70910858154296,,0,0.0,103.14819822637392,101.23358775017401,1,0.0,-0.013956089623016199,-0.0,-0.013956089623016199,1.0,1.0229942751598575
2018-10-24,95.83458709716797,103.5813542175293,,0,0.0,102.85646007728471,101.1495703637209,1,0.0,-0.053469226560456606,-0.0,-0.053469226560456606,1.0,0.968295562491285
2018-10-25,101.43555450439453,103.59334289550782,,0,0.0,102.79981868360555,101.15399591672713,1,0.0,0.05844411268290495,0.0,0.05844411268290495,1.0,1.0248867374558825
2018-10-26,100.18048858642578,103.58060455322266,,0,0.0,102.6954721652291,101.1390138359085,1,0.0,-0.012373037482773075,-0.0,-0.012373037482773075,1.0,1.0122057754377438
2018-10-29,97.26763153076172,103.51073287963867,,0,0.0,102.47937701289382,101.07975637945975,1,0.0,-0.029076091530050197,-0.0,-0.029076091530050197,1.0,0.9827747876638705
2018-10-30,97.1552505493164,103.45191329956054,,0,0.0,102.26753736602382,101.02000582699173,1,0.0,-0.0011553790266782826,-0.0,-0.0011553790266782826,1.0,0.9816393102862555
2018-10-31,100.04000854492188,103.4674610900879,,0,0.0,102.17895781755733,101.00516366906362,1,0.0,0.029692250077016258,0.0,0.029692250077016258,1.0,1.0107863901727048
2018-11-01,99.2064208984375,103.4461067199707,,0,0.0,102.06081739341376,100.97806231545559,1,0.0,-0.008332542735740134,-0.0,-0.008332542735740134,1.0,1.0023639693798863
2018-11-02,99.43121337890625,103.41988204956054,,0,0.0,101.95636166750711,100.95487484431999,1,0.0,0.002265906565653397,0.0,0.002265906565653397,1.0,1.0046352324792784
2018-11-05,100.69563293457031,103.40320983886718,,0,0.0,101.90630714921298,100.95100826077262,1,0.0,0.012716525452080019,0.0,0.012716525452080019,1.0,1.0174107019831575
2018-11-06,100.89232635498047,103.3679931640625,,0,0.0,101.86606882871962,100.95013734614885,1,0.0,0.0019533460854053164,0.0,0.0019533460854053164,1.0,1.0193980571951258
2018-11-07,104.86359405517578,103.39983856201172,,0,0.0,101.98496553826958,101.00793536293368,1,0.0,0.03936144445934153,0.0,0.03936144445934153,1.0,1.0595230372053723
2018-11-08,104.6668930053711,103.39478103637695,,0,0.0,102.09129630491744,101.0617155160664,1,0.0,-0.0018757801654327722,-0.0,-0.0018757801654327722,1.0,1.0575356049073634
2018-11-09,102.62506103515625,103.35019790649415,,0,0.0,102.11244942577518,101.08458532251527,1,0.0,-0.01950790657471857,-0.0,-0.01950790657471857,1.0,1.0369052991273922
2018-11-12,100.09622955322266,103.24791976928711,,0,0.0,102.03257963414075,101.07019423201734,1,0.0,-0.024641461417180488,-0.0,-0.024641461417180488,1.0,1.0113544372056746
2018-11-13,100.16177368164062,103.15856658935547,,0,0.0,101.95849969577118,101.05702775189687,1,0.0,0.0006548111623236874,0.0,0.0006548111623236874,1.0,1.0120166833802224
2018-11-14,98.74136352539062,103.10112335205078,,0,0.0,101.83115661204553,101.02361674630127,1,0.0,-0.01418116017758142,-0.0,-0.01418116017758142,1.0,0.9976651126908228
2018-11-15,100.914306640625,103.08245635986329,,0,0.0,101.7948784887868,101.02204662270415,1,0.0,0.02200641187900576,0.0,0.02200641187900576,1.0,1.0196201420780118
2018-11-16,101.8643569946289,103.0927180480957,,0,0.0,101.7976266609049,101.03409235068791,1,0.0,0.009414426810533616,0.0,0.009414426810533616,1.0,1.029219281280151
2018-11-19,98.41213989257812,103.01201843261718,,0,0.0,101.66376150253612,100.99675870637358,1,0.0,-0.03389033420426746,-0.0,-0.03389033420426746,1.0,0.9943386958680908
2018-11-20,95.6748046875,102.84173004150391,,0,0.0,101.42702980853338,100.92130368472333,1,0.0,-0.02781501558716304,-0.0,-0.02781501558716304,1.0,0.9666811495436004
2018-11-21,96.99173736572266,102.68897613525391,,0,0.0,101.25176615742036,100.8658245849938,1,0.0,0.013764675898990442,0.0,0.013764675898990442,1.0,0.9799872022647316
2018-11-23,96.95411682128906,102.51299118041992,,0,0.0,101.08199250205567,100.81082685668372,1,0.0,-0.0003878737040428071,-0.0,-0.0003878737040428071,1.0,0.9796070909986746
2018-11-26,100.15235900878906,102.39235397338867,,0,0.0,101.04527898766408,100.80160683725973,1,0.0,0.032987172616869564,0.0,0.032987172616869564,1.0,1.0119215592061572
2018-11-27,100.7826156616211,102.30736282348633,,0,0.0,101.03490863677843,100.80134199156696,1,0.0,0.006292978608489097,0.0,0.006292978608489097,1.0,1.0182895599317106
2018-11-28,104.52644348144531,102.27720489501954,,0,0.0,101.1727231488441,100.85308449271577,1,0.0,0.03714755561012795,0.0,0.03714755561012795,1.0,1.0561165279864866
2018-11-29,103.65164947509766,102.25783660888672,,0,0.0,101.27054397048884,100.89180463600322,1,0.0,-0.008369116725022274,-0.0,-0.008369116725022274,1.0,1.0472777654885423
2018-11-30,104.31011199951172,102.21660827636718,,0,0.0,101.39045884158122,100.93891630658062,1,0.0,0.0063526487783704955,0.0,0.0063526487783704955,1.0,1.0539307533060878
2018-12-03,105.43888092041016,102.18502990722656,,0,0.0,101.55013668323654,101.00069880883237,1,0.0,0.010821279924459581,0.0,0.010821279924459581,1.0,1.0653356330086095
2018-12-04,102.08071899414062,102.07860809326172,,0,0.0,101.57105917292982,101.01547117384831,1,0.0,-0.031849369956841844,-0.0,-0.031849369956841844,1.0,1.0314053643047119
2018-12-06,102.71097564697266,101.98891250610352,,0,0.0,101.61599981027327,101.03857592133677,1,0.0,0.0061741008394367025,0.0,0.0061741008394367025,1.0,1.0377733650302652
2018-12-07,98.60027313232422,101.82580703735351,,0,0.0,101.4971311144794,101.00547073551105,1,0.0,-0.04002203745758692,-0.0,-0.04002203745758692,1.0,0.9962395605425379
2018-12-10,101.20592498779297,101.70676025390625,,0,0.0,101.48565515716496,101.00818249630439,1,0.0,0.026426416202436798,0.0,0.026426416202436798,1.0,1.0225666018067678
2018-12-11,102.14657592773438,101.60727493286133,,0,0.0,101.51169594658607,101.02352786850312,1,0.0,0.009294425598648237,0.0,0.009294425598648237,1.0,1.0320707710069235
2018-12-12,102.60751342773438,101.49378051757813,,0,0.0,101.55486401284325,101.04480465698116,1,0.0,0.004512510535116698,0.0,0.004512510535116698,1.0,1.0367280012340783
2018-12-13,102.95552825927734,101.39586318969727,,0,0.0,101.61003124617193,101.07038127147862,1,0.0,0.00339170904660957,0.0,0.00339170904660957,1.0,1.0402442809747374
2018-12-14,99.73844909667969,101.23322998046875,,0,0.0,101.5363288024714,101.05261330180916,1,0.0,-0.031247269738599592,-0.0,-0.031247269738599592,1.0,1.0077394873330843
2018-12-17,96.78478240966797,101.05610626220704,,0,0.0,101.34924477114055,100.99587279144649,1,0.0,-0.02961412287600973,-0.0,-0.02961412287600973,1.0,0.9778961663281953
2018-12-18,97.80072021484375,100.91166427612305,,0,0.0,101.20954968879722,100.9535350697059,1,0.0,0.01049687543725164,0.0,0.01049687543725164,1.0,0.9881610205767083
2018-12-19,97.53733825683594,100.7859326171875,,0,0.0,101.06500729832521,100.9084172819377,1,0.0,-0.0026930472232641334,-0.0,-0.0026930472232641334,1.0,0.9854998562841063
2018-12-20,95.48668670654297,100.59277465820313,,0,0.0,100.84547022820877,100.83704480886828,1,0.0,-0.02102427221145997,-0.0,-0.02102427221145997,1.0,0.9647804390412346
2018-12-21,92.40129089355469,100.4521762084961,,0,0.0,100.51319255018757,100.7263510400849,0,-1.0,-0.032312314097467376,-0.0,-0.032312314097467376,1.0,0.9336061504598417
2018-12-24,88.5445785522461,100.23912658691407,,0,0.0,100.04229189821102,100.56700749620005,0,0.0,-0.04173872793348188,-0.0,-0.0,1.0,0.9336061504598417
2018-12-26,94.59307098388672,100.07848678588867,,0,0.0,99.82792197555676,100.48910932397477,0,0.0,0.06831013858258617,0.0,0.0,1.0,0.9336061504598417
2018-12-27,95.17626953125,99.96641357421875,,0,0.0,99.64495070543508,100.4200450049913,0,0.0,0.00616534108996869,0.0,0.0,1.0,0.9336061504598417
2018-12-28,94.43313598632812,99.77578720092774,,0,0.0,99.43997002215649,100.3424547088894,0,0.0,-0.0078079709215528315,-0.0,-0.0,1.0,0.9336061504598417
2018-12-31,95.5431137084961,99.61279327392577,,0,0.0,99.28672417399095,100.28044192800228,0,0.0,0.011754112691213292,0.0,0.0,1.0,0.9336061504598417
2019-01-02,95.11982727050781,99.48273208618164,,0,0.0,99.12287683661006,100.21395860515094,0,0.0,-0.004430318644206399,-0.0,-0.0,1.0,0.9336061504598417
2019-01-03,91.62054443359375,99.27968811035156,,0,0.0,98.82790733205259,100.1035748181784,0,0.0,-0.036788153819524716,-0.0,-0.0,1.0,0.9336061504598417
2019-01-04,95.88176727294922,99.1436978149414,,0,0.0,98.71208556395226,100.04950155866632,0,0.0,0.046509468653550545,0.0,0.0,1.0,0.9336061504598417
2019-01-07,96.0040512084961,99.03881378173828,,0,0.0,98.60563482367256,99.99783475181147,0,0.0,0.0012753617191760824,0.0,0.0,1.0,0.9336061504598417
2019-01-08,96.70014953613281,99.05612503051758,,0,0.0,98.53073867371953,99.95583658069245,0,0.0,0.007250718265263245,0.0,0.0,1.0,0.9336061504598417
2019-01-09,98.0829086303711,98.98907211303711,,0,0.0,98.5131380486052,99.93204987776403,0,0.0,0.014299451457638224,0.0,0.0,1.0,0.9336061504598417
2019-01-10,97.45266723632812,98.93451568603516,,0,0.0,98.47146300196223,99.9006473902565,0,0.0,-0.006425598535398813,-0.0,-0.0,1.0,0.9336061504598417
2019-01-11,96.70014953613281,98.92316604614258,,0,0.0,98.40185858821526,99.86022142129166,0,0.0,-0.0077218789545330235,-0.0,-0.0,1.0,0.9336061504598417
2019-01-14,95.9946517944336,98.89995407104492,,0,0.0,98.30727404902191,99.81152538018654,0,0.0,-0.007295725446997414,-0.0,-0.0,1.0,0.9336061504598417
2019-01-15,98.77899169921875,98.87473373413086,,0,0.0,98.32580747186009,99.79855250416578,0,0.0,0.02900515656588487,0.0,0.0,1.0,0.9336061504598417
2019-01-16,99.12704467773438,98.8731462097168,,0,0.0,98.3572851490626,99.7901375954165,0,0.0,0.0035235526555630337,0.0,0.0,1.0,0.9336061504598417
2019-01-17,99.82313537597656,98.8809846496582,,0,0.0,98.41486897079982,99.79055003804169,0,0.0,0.007022207718440532,0.0,0.0,1.0,0.9336061504598417
2019-01-18,101.31879425048828,98.89344787597656,,0,0.0,98.52893776366149,99.8096031547445,0,0.0,0.014983088528309985,0.0,0.0,1.0,0.9336061504598417
2019-01-22,99.40924072265625,98.86378616333008,,0,0.0,98.56351459963157,99.80462423864557,0,0.0,-0.01884698235858473,-0.0,-0.0,1.0,0.9336061504598417
