Price,Close,SMA50,SMA200,Signal_SMA,Position_SMA,EMA50,EMA200,Signal_EMA,Position_EMA,Daily_Return,Strategy_Return_SMA,Strategy_Return_EMA,Cumulative_Return_SMA,Cumulative_Return_EMA
Ticker,MSFT,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,
2018-06-01,94.03968048095703,,,0,,94.03968048095703,94.03968048095703,0,,,,,,
2018-06-04,94.86072540283203,,,0,0.0,94.45841339111328,94.45225555419921,1,1.0,0.00873083487391546,0.0,0.0,1.0,1.0
2018-06-05,95.34591674804688,,,0,0.0,94.76615852261365,94.7531264293806,1,0.0,0.0051147758269236565,0.0,0.0051147758269236565,1.0,1.0051147758269237
2018-06-06,95.62580871582031,,,0,0.0,94.99413424788166,94.97458041327927,1,0.0,0.002935542258333479,0.0,0.002935542258333479,1.0,1.0080653327258389
2018-06-07,94.1236572265625,,,0,0.0,94.8058384260812,94.80097515057959,1,0.0,-0.015708640893400294,-0.0,-0.015708640893400294,1.0,0.9922299964169626
2018-06-08,94.82342529296875,,,0,0.0,94.80907033670309,94.80481100369234,1,0.0,0.0074345609491337505,0.0,0.0074345609491337505,1.0,0.9996067908008833
2018-06-11,94.28227233886719,,,0,0.0,94.72448809782306,94.7279046045615,0,-1.0,-0.0057069542935155315,-0.0,-0.0057069542935155315,1.0,0.993902080534295
2018-06-12,94.52485656738281,,,0,0.0,94.69590393077843,94.70162642692135,0,0.0,0.00257295695678339,0.0,0.0,1.0,0.993902080534295
2018-06-13,94.09564208984375,,,0,0.0,94.61805004669289,94.63157031083864,0,0.0,-0.004540757776586468,-0.0,-0.0,1.0,0.993902080534295
2018-06-14,94.6274642944336,,,0,0.0,94.61916975731776,94.63114098704293,0,0.0,0.005651932361352641,0.0,0.0,1.0,0.993902080534295
2018-06-15,93.42388153076172,,,0,0.0,94.48750158970839,94.51582070206038,0,0.0,-0.01271916956293917,-0.0,-0.0,1.0,0.993902080534295
2018-06-18,94.10502624511719,,,0,0.0,94.44816050518138,94.47967380817688,0,0.0,0.007290905742673326,0.0,0.0,1.0,0.993902080534295
2018-06-19,94.10502624511719,,,0,0.0,94.41497786829777,94.4490940900702,0,0.0,0.0,0.0,0.0,1.0,0.993902080534295
2018-06-20,95.04733276367188,,,0,0.0,94.47280503360385,94.4946582128602,0,0.0,0.010013349511217795,0.0,0.0,1.0,0.993902080534295
2018-06-21,94.36624908447266,,,0,0.0,94.46354447118608,94.48548544856077,0,0.0,-0.00716573163491796,-0.0,-0.0,1.0,0.993902080534295
2018-06-22,93.68515014648438,,,0,0.0,94.39897524640098,94.43162586367981,0,0.0,-0.0072176116418338765,-0.0,-0.0,1.0,0.993902080534295
2018-06-25,91.80043029785156,,,0,0.0,94.19245367221481,94.26415972023574,0,0.0,-0.020117594364591374,-0.0,-0.0,1.0,0.993902080534295
2018-06-26,92.44420623779297,,,0,0.0,94.05888760940788,94.15422907383875,0,0.0,0.007012776932010523,0.0,0.0,1.0,0.993902080534295
2018-06-27,91.00735473632812,,,0,0.0,93.8341088098935,93.9732779133168,0,0.0,-0.015542904849751737,-0.0,-0.0,1.0,0.993902080534295
2018-06-28,92.02434539794922,,,0,0.0,93.705238882325,93.86629772950593,0,0.0,0.01117481839316814,0.0,0.0,1.0,0.993902080534295
2018-06-29,92.00568389892578,,,0,0.0,93.58796846552255,93.76855806735112,0,0.0,-0.00020278871794998654,-0.0,-0.0,1.0,0.993902080534295
2018-07-02,93.3119125366211,,,0,0.0,93.56947135984974,93.74554978744854,0,0.0,0.014197260238077103,0.0,0.0,1.0,0.993902080534295
2018-07-03,92.41622924804688,,,0,0.0,93.49428775814572,93.68117443376941,0,0.0,-0.009598809672052289,-0.0,-0.0,1.0,0.993902080534295
2018-07-05,93.07865905761719,,,0,0.0,93.46787764268772,93.65307735559594,0,0.0,0.007167894805492958,0.0,0.0,1.0,0.993902080534295
2018-07-06,94.38490295410156,,,0,0.0,93.52476392114609,93.6859969718565,0,0.0,0.014033763589952342,0.0,0.0,1.0,0.993902080534295
2018-07-09,95.02867126464844,,,0,0.0,93.61597529593024,93.74435005445831,0,0.0,0.0068206703656825685,0.0,0.0,1.0,0.993902080534295
2018-07-10,95.28063201904297,,,0,0.0,93.71481748124928,93.80895255668617,0,0.0,0.0026514182618930793,0.0,0.0,1.0,0.993902080534295
2018-07-11,95.14999389648438,,,0,0.0,93.79834972039525,93.86359100969871,0,0.0,-0.001371087909371571,-0.0,-0.0,1.0,0.993902080534295
2018-07-12,97.21197509765625,,,0,0.0,93.99333225780545,93.99593981180078,0,0.0,0.021670849536944203,0.0,0.0,1.0,0.993902080534295
2018-07-13,98.36892700195312,,,0,0.0,94.2388655937723,94.1638219813519,1,1.0,0.011901331118256087,0.0,0.0,1.0,0.993902080534295
2018-07-16,97.88375091552734,,,0,0.0,94.43999686369528,94.30268348004815,1,0.0,-0.004932208790039416,-0.0,-0.004932208790039416,1.0,0.9889999479562452
2018-07-17,98.85411071777344,,,0,0.0,94.67974765116385,94.46805632553802,1,0.0,0.009913390048604809,0.0,0.009913390048604809,1.0,0.9988042901983853
2018-07-18,98.07968139648438,,,0,0.0,94.86166688003027,94.59590886725499,1,0.0,-0.007834062900024863,-0.0,-0.007834062900024863,1.0,0.9909795945641565
2018-07-19,97.40791320800781,,,0,0.0,94.99598852170068,94.69298404421026,1,0.0,-0.006849208509976279,-0.0,-0.006849208509976279,1.0,0.9841921686918549
2018-07-20,99.15267181396484,,,0,0.0,95.21233650526602,94.84324785779776,1,0.0,0.017911877469659165,0.0,0.017911877469659165,1.0,1.0018208982240615
2018-07-23,100.73882293701172,,,0,0.0,95.49633587694338,95.03728503558757,1,0.0,0.015997058818776777,0.0,0.015997058818776777,1.0,1.0178470860588316
2018-07-24,100.44955444335938,,,0,0.0,95.74781444378642,95.21141705673577,1,0.0,-0.00287146985857889,-0.0,-0.00287146985857889,1.0,1.0149243688305714
2018-07-25,103.40726470947266,,,0,0.0,96.13224824101533,95.46937406249222,1,0.0,0.02944473255758484,0.0,0.02944473255758484,1.0,1.044808545436963
2018-07-26,102.27831268310547,,,0,0.0,96.43737522276481,95.67916385535653,1,0.0,-0.010917531080036125,-0.0,-0.010917531080036125,1.0,1.0334018156694678
2018-07-27,100.46824645996094,,,0,0.0,96.63542579388749,95.82370476447262,1,0.0,-0.017697458783395792,-0.0,-0.017697458783395792,1.0,1.015113229629971
2018-07-30,98.31294250488281,,,0,0.0,96.71703854579452,95.89734349250658,1,0.0,-0.021452588564259134,-0.0,-0.021452588564259134,1.0,0.993336423168583
2018-07-31,98.97540283203125,,,0,0.0,96.8258830986179,95.98664795886313,1,0.0,0.006738281962372694,0.0,0.006738281962372694,1.0,1.0000298040713875
2018-08-01,99.16197967529297,,,0,0.0,96.9374719278052,96.07705125477987,1,0.0,0.0018850829390242296,0.0,0.0018850829390242296,1.0,1.0019149431935583
2018-08-02,100.36558532714844,,,0,0.0,97.09983490834827,96.19692783839308,1,0.0,0.012137773527683526,0.0,0.012137773527683526,1.0,1.0140759598680436
2018-08-03,100.80411529541016,,,0,0.0,97.27386006630465,96.3234342405181,1,0.0,0.004369326067618751,0.0,0.004369326067618751,1.0,1.0185067883940404
2018-08-06,100.8880844116211,,,0,0.0,97.44234634611337,96.44661593842841,1,0.0,0.0008329929384813806,0.0,0.0008329929384813806,1.0,1.019355197356568
2018-08-07,101.58787536621094,,,0,0.0,97.6341808151604,96.58303403367054,1,0.0,0.006936309264578,0.0,0.006936309264578,1.0,1.0264257602558882
2018-08-08,102.1570053100586,,,0,0.0,97.84200752301822,96.72852098115308,1,0.0,0.005602341241964348,0.0,0.005602341241964348,1.0,1.0321761476243843
2018-08-09,102.32494354248047,,,0,0.0,98.04662325094407,96.87227222333227,1,0.0,0.0016439228216622581,0.0,0.0016439228216622581,1.0,1.0338729655494394
2018-08-10,101.69983673095703,96.59188278198242,,0,0.0,98.21230283868759,96.9943532962155,1,0.0,-0.006109036466401041,-0.0,-0.006109036466401041,1.0,1.0275569979012718
2018-08-13,100.96273803710938,96.73034393310547,,0,0.0,98.3362791353565,97.09319115880264,1,0.0,-0.00724778640301682,-0.0,-0.00724778640301682,1.0,1.020109484263558
2018-08-14,102.22230529785156,96.87757553100586,,0,0.0,98.51042198747412,97.21905607516949,1,0.0,0.01247556559212204,0.0,0.01247556559212204,1.0,1.032835927045634
2018-08-15,100.83612060546875,96.9873796081543,,0,0.0,98.6140624745284,97.30654003039166,1,0.0,-0.013560491404921882,-0.0,-0.013560491404921882,1.0,1.0188301643342372
2018-08-16,100.8174057006836,97.09121154785156,,0,0.0,98.71172815332523,97.39026350767207,1,0.0,-0.00018559723115862958,-0.0,-0.00018559723115862958,1.0,1.0186410722767159
2018-08-17,100.76121520996094,97.22396270751953,,0,0.0,98.80211208151432,97.46954865904507,1,0.0,-0.0005573491038787237,-0.0,-0.0005573491038787237,1.0,1.0180733335879084
2018-08-20,100.09622955322266,97.32941879272461,,0,0.0,98.8589061969018,97.5305013602722,1,0.0,-0.006599619261762779,-0.0,-0.006599619261762779,1.0,1.0113544372056746
2018-08-21,99.26261901855469,97.42902572631836,,0,0.0,98.87654131825715,97.57016972419906,1,0.0,-0.00832809126166656,-0.0,-0.00832809126166656,1.0,1.0029317851547344
2018-08-22,100.27413940429688,97.54401138305664,,0,0.0,98.93732019687516,97.63130334303138,1,0.0,0.010190345527283595,0.0,0.010190345527283595,1.0,1.0131520065857564
2018-08-23,100.74244689941406,97.67694747924804,,0,0.0,99.01548775499145,97.7007634242303,1,0.0,0.004670271895618194,0.0,0.004670271895618194,1.0,1.017883701928103
2018-08-24,101.52924346923828,97.81498306274415,,0,0.0,99.12389802047849,97.78519400836801,1,0.0,0.007809980738405109,0.0,0.007809980738405109,1.0,1.025833354034098
2018-08-27,102.65316009521484,97.99956863403321,,0,0.0,99.27551085939847,97.8912649001001,1,0.0,0.011069880830118617,0.0,0.011069880830118617,1.0,1.0371892070148163
2018-08-28,103.27132415771484,98.18289459228515,,0,0.0,99.44652604765551,98.00712240788943,1,0.0,0.006021870753190939,0.0,0.006021870753190939,1.0,1.0434350263660641
2018-08-29,104.91976928710938,98.399189453125,,0,0.0,99.67993686981787,98.15427888629516,1,0.0,0.015962273582132536,0.0,0.015962273582132536,1.0,1.060090621722099
2018-08-30,104.85421752929688,98.5953271484375,,0,0.0,99.89984388886589,98.29530827302092,1,0.0,-0.0006247798509080305,-0.0,-0.0006247798509080305,1.0,1.0594282984615104
2018-08-31,105.21013641357422,98.81220489501953,,0,0.0,100.12479260845441,98.43926317431996,1,0.0,0.0033944164828458856,0.0,0.0033944164828458856,1.0,1.0630244393402015
2018-09-04,104.62943267822266,99.0310905456543,,0,0.0,100.31501488481832,98.56674642824422,1,0.0,-0.0055194656631644134,-0.0,-0.0055194656631644134,1.0,1.0571571124481587
2018-09-05,101.613525390625,99.22735244750976,,0,0.0,100.3696837991756,98.62883236671787,1,0.0,-0.028824654883418677,-0.0,-0.028824654883418677,1.0,1.026684923524289
2018-09-06,101.84765625,99.4154214477539,,0,0.0,100.43172924954742,98.6937472735623,1,0.0,0.0023041308573337194,0.0,0.0023041308573337194,1.0,1.0290505399373406
2018-09-07,101.35127258300781,99.6222998046875,,0,0.0,100.47022536283575,98.746800273737,1,0.0,-0.004873785860852187,-0.0,-0.004873785860852187,1.0,1.0240351679656916
2018-09-10,102.4471206665039,99.83075531005859,,0,0.0,100.55276823187434,98.81993857660592,1,0.0,0.010812376160334702,0.0,0.010812376160334702,1.0,1.0351074214031482
2018-09-11,104.18922424316406,100.07442611694336,,0,0.0,100.70421964901321,98.92503312268163,1,0.0,0.01700490521672382,0.0,0.01700490521672382,1.0,1.052709324993236
2018-09-12,104.62943267822266,100.3007765197754,,0,0.0,100.86730056475524,99.03562273999462,1,0.0,0.004225086022631386,0.0,0.004225086022631386,1.0,1.0571571124481587
2018-09-13,105.75336456298828,100.56751922607423,,0,0.0,101.06982981387969,99.16464027302705,1,0.0,0.010742024074833267,0.0,0.010742024074833267,1.0,1.068513119600958
2018-09-14,106.18421936035156,100.82963043212891,,0,0.0,101.28135055979517,99.29821844069569,1,0.0,0.004074147419741436,0.0,0.004074147419741436,1.0,1.0728663995701402
2018-09-17,105.03217315673828,101.04257583618164,,0,0.0,101.43614533736766,99.40635024476833,1,0.0,-0.010849504856306758,-0.0,-0.010849504856306758,1.0,1.0612263303578355
